,City,Station,Date,FromDate,ToDate,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Benzene,Ozone,CH4,CO2,BlackCarbon,I1(PM2.5),I2(PM10),I3(NO),I4(NO2),I5(NH3),I6(SO2),I7(CO),I1(PM2.5).1,I2(PM10).1,I3(NO).1,I4(NO2).1,I5(NH3).1,I6(SO2).1,I7(CO).1,AQI
9403,Mumbai-11,"Kurla,Mumbai-MPCB",02/07/2021,02-07-202100:00,03-07-202100:00,30.97,121.92,33.88,28.51,18.72,8.95,0.18,7.54,0.91,,,,30.97,114.6133333,33.88,28.51,18.72,8.95,0.18,1,1,1,1,1,1,1,114.6133333
9404,Mumbai-11,"Kurla,Mumbai-MPCB",03/07/2021,03-07-202100:00,04-07-202100:00,26.19,125.11,38.96,15.78,8.42,7.88,0.25,7.91,1.41,,,,26.19,116.74,38.96,15.78,8.42,7.88,0.25,1,1,1,1,1,1,1,116.74
9405,Mumbai-11,"Kurla,Mumbai-MPCB",04/07/2021,04-07-202100:00,05-07-202100:00,22.47,87.7,32.36,16.45,4.39,7.33,0.27,7.97,1.64,,,,22.47,87.7,32.36,16.45,4.39,7.33,0.27,1,1,1,1,1,1,1,87.7
9406,Mumbai-11,"Kurla,Mumbai-MPCB",05/07/2021,05-07-202100:00,06-07-202100:00,30.89,97.68,30.46,16.43,3.78,8.89,0.23,7.87,1.13,,,,30.89,97.68,30.46,16.43,3.78,8.89,0.23,1,1,1,1,1,1,1,97.68
9407,Mumbai-11,"Kurla,Mumbai-MPCB",06/07/2021,06-07-202100:00,07-07-202100:00,21.66,80.27,28.87,15.37,3.69,8.64,0.27,7.97,1.08,,,,21.66,80.27,28.87,15.37,3.69,8.64,0.27,1,1,1,1,1,1,1,80.27
9408,Mumbai-11,"Kurla,Mumbai-MPCB",07/07/2021,07-07-202100:00,08-07-202100:00,21.42,98.48,30,15.21,5.66,8.81,0.26,8.12,1.04,,,,21.42,98.48,30,15.21,5.66,8.81,0.26,1,1,1,1,1,1,1,98.48
9409,Mumbai-11,"Kurla,Mumbai-MPCB",08/07/2021,08-07-202100:00,09-07-202100:00,18.34,61.67,38.59,20.04,4.59,8.16,0.41,8.51,1.81,,,,18.34,61.67,38.59,20.04,4.59,8.16,0.41,1,1,1,1,1,1,1,61.67
9410,Mumbai-11,"Kurla,Mumbai-MPCB",09/07/2021,09-07-202100:00,10-07-202100:00,20.71,77.59,32.19,20.5,11.82,8.93,0.36,8.25,2.65,,,,20.71,77.59,32.19,20.5,11.82,8.93,0.36,1,1,1,1,1,1,1,77.59
9411,Mumbai-11,"Kurla,Mumbai-MPCB",10/07/2021,10-07-202100:00,11-07-202100:00,20.42,58.83,37.34,33.27,39.89,7.82,0.3,8.24,2.62,,,,20.42,58.83,37.34,33.27,39.89,7.82,0.3,1,1,1,1,1,1,1,58.83
9412,Mumbai-11,"Kurla,Mumbai-MPCB",11/07/2021,11-07-202100:00,12-07-202100:00,13.54,76.9,27.21,19.1,26.65,9.94,0.33,8.29,2.16,,,,13.54,76.9,27.21,19.1,26.65,9.94,0.33,1,1,1,1,1,1,1,76.9
9413,Mumbai-11,"Kurla,Mumbai-MPCB",12/07/2021,12-07-202100:00,13-07-202100:00,13.94,36.24,34.11,22.39,18.89,8.15,0.26,8,2,,,,13.94,36.24,34.11,22.39,18.89,8.15,0.26,1,1,1,1,1,1,1,36.24
9414,Mumbai-11,"Kurla,Mumbai-MPCB",13/07/2021,13-07-202100:00,14-07-202100:00,14.11,30.24,38.51,26.8,11.54,8.74,0.34,7.53,1.92,,,,14.11,30.24,38.51,26.8,11.54,8.74,0.34,1,1,1,1,1,1,1,38.51
9415,Mumbai-11,"Kurla,Mumbai-MPCB",14/07/2021,14-07-202100:00,15-07-202100:00,12.35,36.92,45.5,18.28,14.73,12.37,0.41,8.1,3.22,,,,12.35,36.92,45.5,18.28,14.73,12.37,0.41,1,1,1,1,1,1,1,45.5
9416,Mumbai-11,"Kurla,Mumbai-MPCB",15/07/2021,15-07-202100:00,16-07-202100:00,11.74,40.76,59.92,13.89,22.1,14.49,0.38,8.24,2.05,,,,11.74,40.76,59.92,13.89,22.1,14.49,0.38,1,1,1,1,1,1,1,59.92
9417,Mumbai-11,"Kurla,Mumbai-MPCB",16/07/2021,16-07-202100:00,17-07-202100:00,11.9,105.04,63.49,12.07,17.79,16.21,0.36,8.28,1.52,,,,11.9,103.36,63.49,12.07,17.79,16.21,0.36,1,1,1,1,1,1,1,103.36
9418,Mumbai-11,"Kurla,Mumbai-MPCB",17/07/2021,17-07-202100:00,18-07-202100:00,14.37,57.97,54.52,17.58,12.62,19.69,0.28,12.04,1.73,,,,14.37,57.97,54.52,17.58,12.62,19.69,0.28,1,1,1,1,1,1,1,57.97
9419,Mumbai-11,"Kurla,Mumbai-MPCB",18/07/2021,18-07-202100:00,19-07-202100:00,9.51,12.6,34.63,8.43,10.54,20.63,0.21,9.34,1.03,,,,9.51,12.6,34.63,8.43,10.54,20.63,0.21,1,1,1,1,1,1,1,34.63
9420,Mumbai-11,"Kurla,Mumbai-MPCB",19/07/2021,19-07-202100:00,20-07-202100:00,11.23,63.39,41.84,10.85,22.99,,0.27,10.24,1.23,,,,11.23,63.39,41.84,10.85,22.99,0,0.27,1,1,1,1,1,0,1,63.39
9421,Mumbai-11,"Kurla,Mumbai-MPCB",20/07/2021,20-07-202100:00,21-07-202100:00,17.75,67.99,70.87,3.52,28.48,,0.27,8.95,1.18,,,,17.75,67.99,70.87,3.52,28.48,0,0.27,1,1,1,1,1,0,1,70.87
9422,Mumbai-11,"Kurla,Mumbai-MPCB",21/07/2021,21-07-202100:00,22-07-202100:00,13.25,38.94,72.04,4.06,29.6,,0.23,8.36,1.16,,,,13.25,38.94,72.04,4.06,29.6,0,0.23,1,1,1,1,1,0,1,72.04
9423,Mumbai-11,"Kurla,Mumbai-MPCB",22/07/2021,22-07-202100:00,23-07-202100:00,17.76,56.4,43.02,2.12,17.45,,0.15,8.31,1.42,,,,17.76,56.4,43.02,2.12,17.45,0,0.15,1,1,1,1,1,0,1,56.4
9424,Mumbai-11,"Kurla,Mumbai-MPCB",23/07/2021,23-07-202100:00,24-07-202100:00,20.25,59.61,68.26,6.03,14.72,,0.24,8.62,1.47,,,,20.25,59.61,68.26,6.03,14.72,0,0.24,1,1,1,1,1,0,1,68.26
9425,Mumbai-11,"Kurla,Mumbai-MPCB",24/07/2021,24-07-202100:00,25-07-202100:00,21.74,60.01,69.06,5.24,19.29,,0.23,8.34,1.03,,,,21.74,60.01,69.06,5.24,19.29,0,0.23,1,1,1,1,1,0,1,69.06
9426,Mumbai-11,"Kurla,Mumbai-MPCB",25/07/2021,25-07-202100:00,26-07-202100:00,21.11,54.5,76.03,4.93,23.6,,0.25,8.34,1,,,,21.11,54.5,76.03,4.93,23.6,0,0.25,1,1,1,1,1,0,1,76.03
9427,Mumbai-11,"Kurla,Mumbai-MPCB",26/07/2021,26-07-202100:00,27-07-202100:00,24.17,81.06,67.42,2.86,16.27,,0.23,8.01,1.7,,,,24.17,81.06,67.42,2.86,16.27,0,0.23,1,1,1,1,1,0,1,81.06
9428,Mumbai-11,"Kurla,Mumbai-MPCB",27/07/2021,27-07-202100:00,28-07-202100:00,17.25,73.82,59.89,12.25,12.15,,0.25,8.29,0.83,,,,17.25,73.82,59.89,12.25,12.15,0,0.25,1,1,1,1,1,0,1,73.82
9429,Mumbai-11,"Kurla,Mumbai-MPCB",28/07/2021,28-07-202100:00,29-07-202100:00,16.72,62.24,49.63,15.82,7.72,198.45,0.25,7.91,0.85,,,,16.72,62.24,49.63,15.82,7.72,165.6333333,0.25,1,1,1,1,1,1,1,165.6333333
9430,Mumbai-11,"Kurla,Mumbai-MPCB",29/07/2021,29-07-202100:00,30-07-202100:00,19.66,63.02,57.2,17.66,6.13,,0.26,7.94,1.21,,,,19.66,63.02,57.2,17.66,6.13,0,0.26,1,1,1,1,1,0,1,63.02
9431,Mumbai-11,"Kurla,Mumbai-MPCB",30/07/2021,30-07-202100:00,31-07-202100:00,22.13,80.81,59.69,15.12,5.42,,0.27,7.91,1.04,,,,22.13,80.81,59.69,15.12,5.42,0,0.27,1,1,1,1,1,0,1,80.81
9432,Mumbai-11,"Kurla,Mumbai-MPCB",31/07/2021,31-07-202100:00,01-08-202100:00,16.37,58.4,51.58,15.41,5.23,,0.25,7.9,1.13,,,,16.37,58.4,51.58,15.41,5.23,0,0.25,1,1,1,1,1,0,1,58.4
9433,Mumbai-11,"Kurla,Mumbai-MPCB",01/08/2021,01-08-202100:00,02-08-202100:00,16,52.8,43.62,13.84,5.05,,0.23,7.91,1.22,,,,16,52.8,43.62,13.84,5.05,0,0.23,1,1,1,1,1,0,1,52.8
9434,Mumbai-11,"Kurla,Mumbai-MPCB",02/08/2021,02-08-202100:00,03-08-202100:00,18.71,57.82,45.87,13.71,6.11,,0.26,8.89,1.01,,,,18.71,57.82,45.87,13.71,6.11,0,0.26,1,1,1,1,1,0,1,57.82
9435,Mumbai-11,"Kurla,Mumbai-MPCB",03/08/2021,03-08-202100:00,04-08-202100:00,13.89,86.75,40.95,14.92,3.86,,0.18,7.22,1.51,,,,13.89,86.75,40.95,14.92,3.86,0,0.18,1,1,1,1,1,0,1,86.75
9436,Mumbai-11,"Kurla,Mumbai-MPCB",04/08/2021,04-08-202100:00,05-08-202100:00,14.62,86.1,36.24,16.34,3.09,8.18,0.21,13.18,0.86,,,,14.62,86.1,36.24,16.34,3.09,8.18,0.21,1,1,1,1,1,1,1,86.1
9437,Mumbai-11,"Kurla,Mumbai-MPCB",05/08/2021,05-08-202100:00,06-08-202100:00,21.15,135.73,36.85,22.15,2.64,22.91,0.34,6.49,1.16,,,,21.15,123.82,36.85,22.15,2.64,22.91,0.34,1,1,1,1,1,1,1,123.82
9438,Mumbai-11,"Kurla,Mumbai-MPCB",06/08/2021,06-08-202100:00,07-08-202100:00,25.15,,51.24,20.43,2.49,,,,1.08,,,,25.15,0,51.24,20.43,2.49,0,0,1,0,1,1,1,0,0,51.24
9439,Mumbai-11,"Kurla,Mumbai-MPCB",07/08/2021,07-08-202100:00,08-08-202100:00,24.59,164.27,44.54,23.7,3.51,22.29,0.38,7.34,1.28,,,,24.59,142.8466667,44.54,23.7,3.51,22.29,0.38,1,1,1,1,1,1,1,142.8466667
9440,Mumbai-11,"Kurla,Mumbai-MPCB",08/08/2021,08-08-202100:00,09-08-202100:00,30.51,142.52,35.14,21.5,3.26,18.25,0.24,7.7,1.39,,,,30.51,128.3466667,35.14,21.5,3.26,18.25,0.24,1,1,1,1,1,1,1,128.3466667
9441,Mumbai-11,"Kurla,Mumbai-MPCB",09/08/2021,09-08-202100:00,10-08-202100:00,21.63,126.44,26.35,20.57,12.31,17.06,0.22,9.2,2.19,,,,21.63,117.6266667,26.35,20.57,12.31,17.06,0.22,1,1,1,1,1,1,1,117.6266667
9442,Mumbai-11,"Kurla,Mumbai-MPCB",10/08/2021,10-08-202100:00,11-08-202100:00,25.91,158.1,48.75,89.32,33.99,7.56,0.28,10.43,1.05,,,,25.91,138.7333333,48.75,89.32,33.99,7.56,0.28,1,1,1,1,1,1,1,138.7333333
9443,Mumbai-11,"Kurla,Mumbai-MPCB",11/08/2021,11-08-202100:00,12-08-202100:00,21.83,114.75,33.87,30.74,10.41,5.53,0.27,8.89,0.89,,,,21.83,109.8333333,33.87,30.74,10.41,5.53,0.27,1,1,1,1,1,1,1,109.8333333
9444,Mumbai-11,"Kurla,Mumbai-MPCB",12/08/2021,12-08-202100:00,13-08-202100:00,23.02,83.15,33.15,26.84,11.45,25.31,0.35,8.38,1.34,,,,23.02,83.15,33.15,26.84,11.45,25.31,0.35,1,1,1,1,1,1,1,83.15
9445,Mumbai-11,"Kurla,Mumbai-MPCB",13/08/2021,13-08-202100:00,14-08-202100:00,19.78,83.87,44.03,28.37,6.6,26.11,0.29,8.89,1.14,,,,19.78,83.87,44.03,28.37,6.6,26.11,0.29,1,1,1,1,1,1,1,83.87
9446,Mumbai-11,"Kurla,Mumbai-MPCB",14/08/2021,14-08-202100:00,15-08-202100:00,27.45,124.85,51.22,34.53,5.03,25.55,0.31,8.57,1.13,,,,27.45,116.5666667,51.22,34.53,5.03,25.55,0.31,1,1,1,1,1,1,1,116.5666667
9447,Mumbai-11,"Kurla,Mumbai-MPCB",15/08/2021,15-08-202100:00,16-08-202100:00,19.64,33.27,26.98,22.84,5.02,29.23,0.51,8.61,1.8,,,,19.64,33.27,26.98,22.84,5.02,29.23,0.51,1,1,1,1,1,1,1,33.27
9448,Mumbai-11,"Kurla,Mumbai-MPCB",16/08/2021,16-08-202100:00,17-08-202100:00,25.5,60.46,36.72,31.25,8.47,31.25,0.46,9.43,1.89,,,,25.5,60.46,36.72,31.25,8.47,31.25,0.46,1,1,1,1,1,1,1,60.46
9449,Mumbai-11,"Kurla,Mumbai-MPCB",17/08/2021,17-08-202100:00,18-08-202100:00,25.83,83.56,34.32,33.64,8.67,29.91,0.31,8.95,1.83,,,,25.83,83.56,34.32,33.64,8.67,29.91,0.31,1,1,1,1,1,1,1,83.56
9450,Mumbai-11,"Kurla,Mumbai-MPCB",18/08/2021,18-08-202100:00,19-08-202100:00,22.69,56.83,40.87,35.33,23.65,31.51,0.43,9.34,1.9,,,,22.69,56.83,40.87,35.33,23.65,31.51,0.43,1,1,1,1,1,1,1,56.83
9451,Mumbai-11,"Kurla,Mumbai-MPCB",19/08/2021,19-08-202100:00,20-08-202100:00,21.61,48.07,33.76,26.68,16.91,32.12,0.37,9.38,2.83,,,,21.61,48.07,33.76,26.68,16.91,32.12,0.37,1,1,1,1,1,1,1,48.07
9452,Mumbai-11,"Kurla,Mumbai-MPCB",20/08/2021,20-08-202100:00,21-08-202100:00,24.44,51.38,43.63,31.28,9.24,30.3,0.42,9.64,1.59,,,,24.44,51.38,43.63,31.28,9.24,30.3,0.42,1,1,1,1,1,1,1,51.38
9453,Mumbai-11,"Kurla,Mumbai-MPCB",21/08/2021,21-08-202100:00,22-08-202100:00,18.51,88.17,59.39,35.59,4.31,27.6,0.35,12.35,0.67,,,,18.51,88.17,59.39,35.59,4.31,27.6,0.35,1,1,1,1,1,1,1,88.17
9454,Mumbai-11,"Kurla,Mumbai-MPCB",22/08/2021,22-08-202100:00,23-08-202100:00,23.14,115,70.85,51.08,14.97,26.34,0.74,11.04,0.97,,,,23.14,110,70.85,51.08,14.97,26.34,0.74,1,1,1,1,1,1,1,110
9455,Mumbai-11,"Kurla,Mumbai-MPCB",23/08/2021,23-08-202100:00,24-08-202100:00,22.61,100.71,47.39,17.51,14.02,27.9,0.34,12.64,1.44,,,,22.61,100.4733333,47.39,17.51,14.02,27.9,0.34,1,1,1,1,1,1,1,100.4733333
9456,Mumbai-11,"Kurla,Mumbai-MPCB",24/08/2021,24-08-202100:00,25-08-202100:00,14.04,73.83,56.63,13.48,13.23,26.45,0.13,9.01,0.91,,,,14.04,73.83,56.63,13.48,13.23,26.45,0.13,1,1,1,1,1,1,1,73.83
9457,Mumbai-11,"Kurla,Mumbai-MPCB",07/09/2021,07-09-202100:00,08-09-202100:00,28.4,102.25,32.18,19.67,10.08,27.39,0.43,8.01,0,,,,28.4,101.5,32.18,19.67,10.08,27.39,0.43,1,1,1,1,1,1,1,101.5
9458,Mumbai-11,"Kurla,Mumbai-MPCB",08/09/2021,08-09-202100:00,09-09-202100:00,17.8,51.99,54.96,32.55,8.66,24.78,,,0,,,,17.8,51.99,54.96,32.55,8.66,24.78,0,1,1,1,1,1,1,0,54.96
9459,Mumbai-11,"Kurla,Mumbai-MPCB",09/09/2021,09-09-202100:00,10-09-202100:00,19.6,101.31,70.02,22.2,11.59,29.88,,,0,,,,19.6,100.8733333,70.02,22.2,11.59,29.88,0,1,1,1,1,1,1,0,100.8733333
9460,Mumbai-11,"Kurla,Mumbai-MPCB",10/09/2021,10-09-202100:00,11-09-202100:00,19.96,120.75,56.97,22.12,7.94,25.08,,,0,,,,19.96,113.8333333,56.97,22.12,7.94,25.08,0,1,1,1,1,1,1,0,113.8333333
9461,Mumbai-11,"Kurla,Mumbai-MPCB",11/09/2021,11-09-202100:00,12-09-202100:00,21.82,74.86,44.62,18.43,4.79,37.21,,,0,,,,21.82,74.86,44.62,18.43,4.79,37.21,0,1,1,1,1,1,1,0,74.86
9462,Mumbai-11,"Kurla,Mumbai-MPCB",12/09/2021,12-09-202100:00,13-09-202100:00,26.63,137.78,52.41,29.3,4.45,29.69,,,0,,,,26.63,125.1866667,52.41,29.3,4.45,29.69,0,1,1,1,1,1,1,0,125.1866667
9463,Mumbai-11,"Kurla,Mumbai-MPCB",13/09/2021,13-09-202100:00,14-09-202100:00,16.81,236.23,51.59,20.68,4.95,29.68,,,0,,,,16.81,190.82,51.59,20.68,4.95,29.68,0,1,1,1,1,1,1,0,190.82
9464,Mumbai-11,"Kurla,Mumbai-MPCB",14/09/2021,14-09-202100:00,15-09-202100:00,24.76,294.25,92.36,26.59,8.96,23.4,,,0,,,,24.76,244.25,92.36,26.59,8.96,23.4,0,1,1,1,1,1,1,0,244.25
9465,Mumbai-11,"Kurla,Mumbai-MPCB",15/09/2021,15-09-202100:00,16-09-202100:00,34.11,184.14,73.02,23.74,7.28,33.85,,,0,,,,34.11,156.0933333,73.02,23.74,7.28,33.85,0,1,1,1,1,1,1,0,156.0933333
9466,Mumbai-11,"Kurla,Mumbai-MPCB",16/09/2021,16-09-202100:00,17-09-202100:00,28.88,170.37,53.24,20.93,3.02,29.33,,,0,,,,28.88,146.9133333,53.24,20.93,3.02,29.33,0,1,1,1,1,1,1,0,146.9133333
9467,Mumbai-11,"Kurla,Mumbai-MPCB",17/09/2021,17-09-202100:00,18-09-202100:00,28.53,166.07,52.08,14.62,3,33.73,,,0,,,,28.53,144.0466667,52.08,14.62,3,33.73,0,1,1,1,1,1,1,0,144.0466667
9468,Mumbai-11,"Kurla,Mumbai-MPCB",18/09/2021,18-09-202100:00,19-09-202100:00,19.81,68.4,53.04,16.39,3.63,28.22,,,0,,,,19.81,68.4,53.04,16.39,3.63,28.22,0,1,1,1,1,1,1,0,68.4
9469,Mumbai-11,"Kurla,Mumbai-MPCB",19/09/2021,19-09-202100:00,20-09-202100:00,22.44,403.49,38.54,12.8,3.95,39.65,,,0,,,,22.44,366.8625,38.54,12.8,3.95,39.65,0,1,1,1,1,1,1,0,366.8625
9470,Mumbai-11,"Kurla,Mumbai-MPCB",20/09/2021,20-09-202100:00,21-09-202100:00,9.93,102.09,22.6,11.31,6.78,27.73,,,0,,,,9.93,101.3933333,22.6,11.31,6.78,27.73,0,1,1,1,1,1,1,0,101.3933333
9471,Mumbai-11,"Kurla,Mumbai-MPCB",21/09/2021,21-09-202100:00,22-09-202100:00,37.34,126.75,136.23,29.34,22.91,,,,0,,,,37.34,117.8333333,124.1533333,29.34,22.91,0,0,1,1,1,1,1,0,0,124.1533333
9472,Mumbai-11,"Kurla,Mumbai-MPCB",22/09/2021,22-09-202100:00,23-09-202100:00,32.2,125.3,97.34,28.08,11.38,,,,0,,,,32.2,116.8666667,97.34,28.08,11.38,0,0,1,1,1,1,1,0,0,116.8666667
9473,Mumbai-11,"Kurla,Mumbai-MPCB",23/09/2021,23-09-202100:00,24-09-202100:00,37.11,272.05,97.68,25.24,7.08,,,,0,,,,37.11,222.05,97.68,25.24,7.08,0,0,1,1,1,1,1,0,0,222.05
9474,Mumbai-11,"Kurla,Mumbai-MPCB",24/09/2021,24-09-202100:00,25-09-202100:00,31.83,263.88,63.23,20.03,4.72,,,,0,,,,31.83,213.88,63.23,20.03,4.72,0,0,1,1,1,1,1,0,0,213.88
9475,Mumbai-11,"Kurla,Mumbai-MPCB",25/09/2021,25-09-202100:00,26-09-202100:00,35.1,156.36,84.84,32.21,9.1,,,,0,,,,35.1,137.5733333,84.84,32.21,9.1,0,0,1,1,1,1,1,0,0,137.5733333
9476,Mumbai-11,"Kurla,Mumbai-MPCB",26/09/2021,26-09-202100:00,27-09-202100:00,26.89,201.74,54.14,16.84,5.68,,,,0,,,,26.89,167.8266667,54.14,16.84,5.68,0,0,1,1,1,1,1,0,0,167.8266667
9477,Mumbai-11,"Kurla,Mumbai-MPCB",27/09/2021,27-09-202100:00,28-09-202100:00,28.93,241.32,66.34,20.61,4.82,,,,0,,,,28.93,194.2133333,66.34,20.61,4.82,0,0,1,1,1,1,1,0,0,194.2133333
9478,Mumbai-11,"Kurla,Mumbai-MPCB",28/09/2021,28-09-202100:00,29-09-202100:00,35.13,61,71.28,40.19,18.71,,,,0,,,,35.13,61,71.28,40.19,18.71,0,0,1,1,1,1,1,0,0,71.28
9479,Mumbai-11,"Kurla,Mumbai-MPCB",29/09/2021,29-09-202100:00,30-09-202100:00,21.07,179.07,57.06,20.86,24.33,,,,0,,,,21.07,152.7133333,57.06,20.86,24.33,0,0,1,1,1,1,1,0,0,152.7133333
9480,Mumbai-11,"Kurla,Mumbai-MPCB",30/09/2021,30-09-202100:00,01-10-202100:00,15.97,239.87,61.72,18.61,14.5,,,,0,,,,15.97,193.2466667,61.72,18.61,14.5,0,0,1,1,1,1,1,0,0,193.2466667
9481,Mumbai-11,"Kurla,Mumbai-MPCB",01/10/2021,01-10-202100:00,02-10-202100:00,24.13,160.59,132.3,21.75,17.82,,,,0,,,,24.13,140.3933333,121.5333333,21.75,17.82,0,0,1,1,1,1,1,0,0,140.3933333
9482,Mumbai-11,"Kurla,Mumbai-MPCB",02/10/2021,02-10-202100:00,03-10-202100:00,28.85,101.56,109.05,19,13.19,,,,0,,,,28.85,101.04,106.0333333,19,13.19,0,0,1,1,1,1,1,0,0,106.0333333
9483,Mumbai-11,"Kurla,Mumbai-MPCB",03/10/2021,03-10-202100:00,04-10-202100:00,43.89,231.89,49.51,27.93,7.94,,,,0,,,,43.89,187.9266667,49.51,27.93,7.94,0,0,1,1,1,1,1,0,0,187.9266667
9484,Mumbai-11,"Kurla,Mumbai-MPCB",04/10/2021,04-10-202100:00,05-10-202100:00,45.05,103.8,57.89,25.25,12.07,,,,0,,,,45.05,102.5333333,57.89,25.25,12.07,0,0,1,1,1,1,1,0,0,102.5333333
9485,Mumbai-11,"Kurla,Mumbai-MPCB",05/10/2021,05-10-202100:00,06-10-202100:00,37.45,94.5,60.97,22.75,15.62,,,,0,,,,37.45,94.5,60.97,22.75,15.62,0,0,1,1,1,1,1,0,0,94.5
9486,Mumbai-11,"Kurla,Mumbai-MPCB",06/10/2021,06-10-202100:00,07-10-202100:00,37.25,66.61,44.77,38.57,11.35,,,,0,,,,37.25,66.61,44.77,38.57,11.35,0,0,1,1,1,1,1,0,0,66.61
9487,Mumbai-11,"Kurla,Mumbai-MPCB",07/10/2021,07-10-202100:00,08-10-202100:00,39.63,99.32,36.6,31.45,10.67,,,,0,,,,39.63,99.32,36.6,31.45,10.67,0,0,1,1,1,1,1,0,0,99.32
9488,Mumbai-11,"Kurla,Mumbai-MPCB",08/10/2021,08-10-202100:00,09-10-202100:00,31.25,73.9,72.45,29.36,17.07,,,,0.85,,,,31.25,73.9,72.45,29.36,17.07,0,0,1,1,1,1,1,0,0,73.9
9489,Mumbai-11,"Kurla,Mumbai-MPCB",09/10/2021,09-10-202100:00,10-10-202100:00,21.56,64.88,83.2,24.69,15.19,,,,1.8,,,,21.56,64.88,83.2,24.69,15.19,0,0,1,1,1,1,1,0,0,83.2
9490,Mumbai-11,"Kurla,Mumbai-MPCB",10/10/2021,10-10-202100:00,11-10-202100:00,31.33,138.06,47.38,28.81,11.26,,,,1.75,,,,31.33,125.3733333,47.38,28.81,11.26,0,0,1,1,1,1,1,0,0,125.3733333
9491,Mumbai-11,"Kurla,Mumbai-MPCB",11/10/2021,11-10-202100:00,12-10-202100:00,36.23,68.52,43.45,29.28,13.63,,,,2.67,,,,36.23,68.52,43.45,29.28,13.63,0,0,1,1,1,1,1,0,0,68.52
9492,Mumbai-11,"Kurla,Mumbai-MPCB",12/10/2021,12-10-202100:00,13-10-202100:00,54.46,88.67,40.65,48.03,20.28,,,,1.78,,,,54.46,88.67,40.65,48.03,20.28,0,0,1,1,1,1,1,0,0,88.67
9493,Mumbai-11,"Kurla,Mumbai-MPCB",13/10/2021,13-10-202100:00,14-10-202100:00,68.71,216.23,97.63,45.05,21.07,,,,3.11,,,,68.71,177.4866667,97.63,45.05,21.07,0,0,1,1,1,1,1,0,0,177.4866667
9494,Mumbai-11,"Kurla,Mumbai-MPCB",14/10/2021,14-10-202100:00,15-10-202100:00,90.09,211.33,58.92,47.02,13.17,,,,3.81,,,,90.09,174.22,58.92,47.02,13.17,0,0,1,1,1,1,1,0,0,174.22
9495,Mumbai-11,"Kurla,Mumbai-MPCB",15/10/2021,15-10-202100:00,16-10-202100:00,69.9,147.91,80.99,94.14,48.13,,,,2.98,,,,69.9,131.94,80.99,94.14,48.13,0,0,1,1,1,1,1,0,0,131.94
9496,Mumbai-11,"Kurla,Mumbai-MPCB",16/10/2021,16-10-202100:00,17-10-202100:00,64.47,147.4,49.71,68.42,20.09,,,,2.74,,,,64.47,131.6,49.71,68.42,20.09,0,0,1,1,1,1,1,0,0,131.6
9497,Mumbai-11,"Kurla,Mumbai-MPCB",17/10/2021,17-10-202100:00,18-10-202100:00,78.47,248.51,60.61,71.46,21.31,,,,2.99,,,,78.47,199.0066667,60.61,71.46,21.31,0,0,1,1,1,1,1,0,0,199.0066667
9498,Mumbai-11,"Kurla,Mumbai-MPCB",18/10/2021,18-10-202100:00,19-10-202100:00,47.23,182.62,49.18,49.57,14.59,34.07,,,2.17,,,,47.23,155.08,49.18,49.57,14.59,34.07,0,1,1,1,1,1,1,0,155.08
9499,Mumbai-11,"Kurla,Mumbai-MPCB",19/10/2021,19-10-202100:00,20-10-202100:00,33.99,217.03,,,,74.63,,,1.87,,,,33.99,178.02,0,0,0,74.63,0,1,1,0,0,0,1,0,178.02
9500,Mumbai-11,"Kurla,Mumbai-MPCB",20/10/2021,20-10-202100:00,21-10-202100:00,37.14,114,8.48,24.12,19.1,,,,0.61,,,,37.14,109.3333333,8.48,24.12,19.1,0,0,1,1,1,1,1,0,0,109.3333333
9501,Mumbai-11,"Kurla,Mumbai-MPCB",26/10/2021,26-10-202100:00,27-10-202100:00,43.11,259,261.71,37.36,32.67,,,,1.4,,,,43.11,209,211.71,37.36,32.67,0,0,1,1,1,1,1,0,0,211.71
9502,Mumbai-11,"Kurla,Mumbai-MPCB",29/10/2021,29-10-202100:00,30-10-202100:00,70.98,191.11,67.74,103.74,22.81,22.4,,,4.02,,,,70.98,160.74,67.74,102.4933333,22.81,22.4,0,1,1,1,1,1,1,0,160.74
9503,Mumbai-11,"Kurla,Mumbai-MPCB",30/10/2021,30-10-202100:00,31-10-202100:00,56.23,156.39,79.67,71.38,25.19,22.29,,,1.95,,,,56.23,137.5933333,79.67,71.38,25.19,22.29,0,1,1,1,1,1,1,0,137.5933333
9504,Mumbai-11,"Kurla,Mumbai-MPCB",31/10/2021,31-10-202100:00,01-11-202100:00,75.52,152.29,99.17,84.08,36.57,22.19,,,2.13,,,,75.52,134.86,99.17,84.08,36.57,22.19,0,1,1,1,1,1,1,0,134.86
9505,Mumbai-11,"Kurla,Mumbai-MPCB",01/11/2021,01-11-202100:00,02-11-202100:00,111.1,271.9,104.24,121.3,48.35,22.39,,,4.36,,,,107.4,221.9,102.8266667,114.2,48.35,22.39,0,1,1,1,1,1,1,0,221.9
9506,Mumbai-11,"Kurla,Mumbai-MPCB",02/11/2021,02-11-202100:00,03-11-202100:00,109,279.81,110.74,90.43,54.8,22.44,,,4.06,,,,106,229.81,107.16,90.43,54.8,22.44,0,1,1,1,1,1,1,0,229.81
